polyline=true
1	1.155	0.197293713
1	1.16	0.197627476
1	1.165	0.197965649
1	1.17	0.198308083
1	1.175	0.19865463
1	1.18	0.199005141
1	1.185	0.199359469
1	1.19	0.199717466
1	1.195	0.200078989
1	1.2	0.200443891
1	1.205	0.200812032
1	1.21	0.20118327
1	1.215	0.201557468
1	1.22	0.201934489
1	1.225	0.2023142
1	1.23	0.202696471
1	1.235	0.203081174
1	1.24	0.203468185
1	1.245	0.203857385
1	1.25	0.204248657
1	1.255	0.20464189
1	1.26	0.205036975
1	1.265	0.20543381
1	1.27	0.205832299
1	1.275	0.206232348
1	1.28	0.206633871
1	1.285	0.207036789
1	1.29	0.207441027
1	1.295	0.207846517
1	1.3	0.208253199
1	1.305	0.20866102
1	1.31	0.209069934
1	1.315	0.209479903
1	1.32	0.209890898
1	1.325	0.210302898
1	1.33	0.210715891
1	1.335	0.211129874
1	1.34	0.211544854
1	1.345	0.211960848
1	1.35	0.212377883
1	1.355	0.212795996
1	1.36	0.213215237
1	1.365	0.213635666
1	1.37	0.214057355
1	1.375	0.214480388
1	1.38	0.214904862
1	1.385	0.215330887
1	1.39	0.215758585
1	1.395	0.216188094
1	1.4	0.216619565
1	1.405	0.217053162
1	1.41	0.217489066
1	1.415	0.217927473
1	1.42	0.218368595
1	1.425	0.218812658
1	1.43	0.219259907
1	1.435	0.219710604
1	1.44	0.220165027
1	1.445	0.220623472
1	1.45	0.221086255
1	1.455	0.221553709
1	1.46	0.222026187
1	1.465	0.222504061
1	1.47	0.222987726
1	1.475	0.223477593
1	1.48	0.223974097
1	1.485	0.224477694
1	1.49	0.224988863
1	1.495	0.225508103
1	1.5	0.226035938
1	1.505	0.226572914
1	1.51	0.227119603
1	1.515	0.227676599
1	1.52	0.228244524
1	1.525	0.228824021
1	1.53	0.229415764
1	1.535	0.230020449
1	1.54	0.230638803
1	1.545	0.231271576
1	1.55	0.23191955
1	1.555	0.232583533
1	1.56	0.233264364
1	1.565	0.23396291
1	1.57	0.23468007
1	1.575	0.23541677
1	1.58	0.236173972
1	1.585	0.236952666
1	1.59	0.237753877
1	1.595	0.238578661
1	1.6	0.239428109
1	1.605	0.240303344
1	1.61	0.241205526
1	1.615	0.242135848
1	1.62	0.24309554
1	1.625	0.244085869
1	1.63	0.245108138
1	1.635	0.246163687
1	1.64	0.247253895
1	1.645	0.24838018
1	1.65	0.249543998
